,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.15,1.68,-0.22,-3.48,4.15,-0.22,8.09,-1.94,—,—,—
Total Return % (NAV),0.79,-0.34,-0.12,-3.15,3.82,-1.63,8.23,-2.18,—,—,-4.21
+/- Category (NAV),1.09,0.88,6.09,1.30,-1.51,9.73,7.54,3.33,—,—,—
+/- Index (NAV),1.87,-0.09,6.66,-0.70,-2.89,2.46,1.47,-2.07,—,—,—
