,Values
NAV,"6,650.37"
Open Price,"6,780.00"
Bid / Ask / Spread,"6,220.00 / 0.00 / 0.00%"
Volume / Avg,"113.0 / 1,204.5"
Day Range,"6,600.00 – 6,780.00"
Year Range,"6,220.00 – 7,245.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.910%
Total Assets,8.1 Bil
