,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,-9.85,-11.99,-21.86,18.89,12.38,-13.12,3.60
Fund (NAV),—,—,—,—,-6.77,-12.86,-22.14,18.44,13.41,-13.11,2.77
+/ Category (NAV),—,—,—,—,3.72,4.08,4.89,-21.68,1.04,-0.09,-1.92
+/- Index (Price),—,—,—,—,-9.51,-4.79,2.11,-12.73,-6.52,-4.26,-0.79
Percentile Rank,—,—,—,—,34,21,37,94,60,66,62
# of Funds in Category,—,—,—,67,68,59,55,54,63,88,90
