,Values
NAV,"6,583.00"
Open Price,"6,785.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"86.0 / 1,155.8"
Day Range,"6,675.00 – 6,785.00"
Year Range,"6,220.00 – 7,245.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.910%
Total Assets,8.1 Bil
