,Values
NAV,"10,908.43"
Open Price,"10,905.00"
Bid / Ask / Spread,"10,750.00 / 10,815.00 / 0.60%"
Volume / Avg,10.0 / 54.1
Day Range,"10,905.00 – 10,905.00"
Year Range,"10,745.00 – 12,625.00"
SEC Yield ,—
12-Month Yield ,3.49%
Premium ,—
Expense Ratio,0.360%
Total Assets,8.5 Bil
