,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.00,-5.58,-8.48,-4.92,-7.00,0.28,—,—,—,—
Total Return % (NAV),-0.46,0.12,-6.90,-7.26,-4.94,-6.15,0.46,—,—,—,3.24
+/- Category (NAV),-1.22,-1.37,0.20,-0.48,-0.07,6.73,1.51,—,—,—,—
+/- Index (NAV),-0.46,-1.14,-0.70,-3.54,-5.44,3.63,-3.91,—,—,—,—
