,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,72%
Historical Sustainability Score,40.26
Global Category,Korea Equity
Portfolio ESG,43.42
Controversy Deduction,3.24
Sustainability Score,40.18
Sustainability Mandate,No
