,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.52,-8.66
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.59,-7.92
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.92,-3.05
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.12,-9.15
Percentile Rank,—,—,—,—,—,—,—,—,—,56,84
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
