,Fund,Cat. Average,Index
Price/Earnings ,14.39,11.02,12.13
Price/Book ,1.38,0.84,0.86
Price/Sales ,0.76,0.53,0.65
Price/Cash Flow ,5.08,3.46,3.66
Dividend Yield % ,1.82,3.08,3.48
Long-Term Earnings % ,17.68,10.07,3.69
Historical Earnings % ,16.19,15.26,14.88
Sales Growth % ,0.19,11.25,4.89
Cash-Flow Growth % ,6.71,16.83,15.05
Book-Value Growth % ,6.10,10.86,8.56
