,Values
NAV,"7,986.48"
Open Price,"8,015.00"
Bid / Ask / Spread,"7,960.00 / 7,990.00 / 0.38%"
Volume / Avg,"395.0 / 13,134.7"
Day Range,"7,995.00 – 8,015.00"
Year Range,"7,805.00 – 10,410.00"
SEC Yield ,—
12-Month Yield ,1.21%
Premium ,—
Expense Ratio,0.380%
Total Assets,4.0 Bil
