,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.52,-8.32
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.59,-8.42
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.92,-4.99
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.12,-8.98
Percentile Rank,—,—,—,—,—,—,—,—,—,56,—
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015",41
