,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,94.91,0.00,94.91,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,0.44,1.09,1.53,3.21,0.00
Not Classified,4.65,0.00,4.65,1.64,0.01
