,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.38,-0.38,-4.89,-6.95,-8.66,-14.93,—,—,—,—,—
Total Return % (NAV),0.54,2.82,-4.41,-5.65,-7.92,-15.36,—,—,—,—,-9.09
+/- Category (NAV),-0.23,1.34,2.69,1.13,-3.05,-2.47,—,—,—,—,—
+/- Index (NAV),0.54,1.57,1.79,-1.93,-8.42,-5.57,—,—,—,—,—
