,Values
Sustainability Rate,Average
Percent Rank in Global Category,44%
Historical Sustainability Score,41.52
Global Category,Korea Equity
Portfolio ESG,46.05
Controversy Deduction,4.18
Sustainability Score,41.87
Sustainability Mandate,No
