,Values
NAV,"25,604.82"
Open Price,"25,475.00"
Bid / Ask / Spread,"25,350.00 / 0.00 / 0.00%"
Volume / Avg,1.8 Mil / 2.0 Mil
Day Range,"25,305.00 – 25,480.00"
Year Range,"25,120.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.47%
Premium ,—
Expense Ratio,0.070%
Total Assets,2.7 Tril
