,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.06,-0.33,-7.27,-5.68,-2.85,-10.72,1.74,1.00,3.78,—,—
Total Return % (NAV),0.19,-0.72,-6.35,-5.85,-2.10,-10.91,2.07,1.34,3.97,—,2.67
+/- Category (NAV),0.14,-0.54,0.69,2.11,2.67,2.82,3.12,2.07,1.56,—,—
+/- Index (NAV),-0.12,-0.08,-0.39,-1.38,-2.76,-0.52,-2.36,-1.27,-1.21,—,—
