,Values
NAV,"25,556.31"
Open Price,"25,330.00"
Bid / Ask / Spread,"25,405.00 / 25,555.00 / 0.59%"
Volume / Avg,1.5 Mil / 2.0 Mil
Day Range,"25,175.00 – 25,405.00"
Year Range,"25,120.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.47%
Premium ,—
Expense Ratio,0.070%
Total Assets,2.7 Tril
