,Values
NAV,"25,556.31"
Open Price,"25,580.00"
Bid / Ask / Spread,"25,500.00 / 25,630.00 / 0.51%"
Volume / Avg,2.8 Mil / 2.0 Mil
Day Range,"25,480.00 – 25,710.00"
Year Range,"25,120.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.47%
Premium ,—
Expense Ratio,0.070%
Total Assets,2.7 Tril
