,Values
NAV,"11,465.06"
Open Price,"11,355.00"
Bid / Ask / Spread,"11,375.00 / 0.00 / 0.00%"
Volume / Avg,"972.0 / 2,129.3"
Day Range,"11,290.00 – 11,395.00"
Year Range,"9,920.00 – 13,855.00"
SEC Yield ,—
12-Month Yield ,1.02%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.9 Bil
