,Fund,Cat. Average,Index
Price/Earnings ,14.05,17.17,20.64
Price/Book ,1.22,2.04,3.84
Price/Sales ,0.97,1.37,2.36
Price/Cash Flow ,2.53,7.78,11.93
Dividend Yield % ,2.13,1.69,1.48
Long-Term Earnings % ,40.15,8.11,10.45
Historical Earnings % ,44.84,12.12,18.19
Sales Growth % ,8.20,7.65,8.61
Cash-Flow Growth % ,33.70,13.49,16.51
Book-Value Growth % ,13.43,7.62,8.68
