,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.48,1.56,-4.73,0.98,8.16,-9.12,—,—,—,—,—
Total Return % (NAV),2.13,4.65,-3.22,0.61,8.63,-8.23,—,—,—,—,7.24
+/- Category (NAV),1.07,2.71,-0.50,0.31,-7.52,-6.51,—,—,—,—,—
+/- Index (NAV),2.62,7.87,2.72,1.05,-10.23,-10.02,—,—,—,—,—
