,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-15.75,6.45
Fund (NAV),—,—,—,—,—,—,—,—,—,-15.41,7.12
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-1.97,-8.73
+/- Index (Price),—,—,—,—,—,—,—,—,—,-8.39,-14.12
Percentile Rank,—,—,—,—,—,—,—,—,—,64,81
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
