,Values
Sustainability Rate,Average
Percent Rank in Global Category,56%
Historical Sustainability Score,46.89
Global Category,Technology Sector Equity
Portfolio ESG,50.97
Controversy Deduction,4.58
Sustainability Score,46.39
Sustainability Mandate,No
