,Values
NAV,"11,465.06"
Open Price,"11,460.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,213.0 / 2,116.7"
Day Range,"11,405.00 – 11,500.00"
Year Range,"9,920.00 – 13,855.00"
SEC Yield ,—
12-Month Yield ,1.02%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.9 Bil
