,Values
NAV,"11,306.21"
Open Price,"11,225.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"346.0 / 2,123.8"
Day Range,"11,175.00 – 11,275.00"
Year Range,"9,920.00 – 13,855.00"
SEC Yield ,—
12-Month Yield ,1.02%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.8 Bil
