,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-15.75,8.16
Fund (NAV),—,—,—,—,—,—,—,—,—,-15.41,8.63
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-1.97,-7.52
+/- Index (Price),—,—,—,—,—,—,—,—,—,-8.39,-10.69
Percentile Rank,—,—,—,—,—,—,—,—,—,64,77
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
