,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,42.81
Global Category,Korea Equity
Portfolio ESG,50.35
Controversy Deduction,7.44
Sustainability Score,42.91
Sustainability Mandate,No
