,Values
NAV,"8,014.68"
Open Price,"8,035.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"94.0 / 7,370.1"
Day Range,"7,990.00 – 8,060.00"
Year Range,"7,885.00 – 10,335.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.380%
Total Assets,7.6 Bil
