,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,35.78
Global Category,Trading Tools
Portfolio ESG,36.46
Controversy Deduction,0.08
Sustainability Score,36.38
Sustainability Mandate,No
