Sectors,Fund %,Category %
Basic Materials,5.35,6.42
Consumer Cyclical,12.37,10.04
Financial Services,0.61,14.39
Real Estate,0.00,0.89
Communication Services,0.26,2.37
Energy,0.32,1.90
Industrials,7.87,8.43
Technology,25.48,33.92
Consumer Defensive,4.09,6.36
Healthcare,43.52,14.24
Utilities,0.14,1.05
