,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.96,0.57,-28.70,-43.90,-48.62,-56.86,-18.96,—,—,—,—
Total Return % (NAV),3.99,8.20,-28.27,-42.19,-48.08,-56.43,-16.11,—,—,—,-11.89
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
