,Values
NAV,"6,181.70"
Open Price,"6,010.00"
Bid / Ask / Spread,"6,000.00 / 6,005.00 / 0.08%"
Volume / Avg,22.3 Mil / 18.7 Mil
Day Range,"5,935.00 – 6,040.00"
Year Range,"5,420.00 – 18,840.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,1.1 Tril
