,Values
NAV,"6,254.39"
Open Price,"6,225.00"
Bid / Ask / Spread,"6,190.00 / 6,195.00 / 0.08%"
Volume / Avg,20.6 Mil / 18.8 Mil
Day Range,"6,140.00 – 6,245.00"
Year Range,"5,420.00 – 18,840.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,1.1 Tril
