,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,95.61,0.00,95.61,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,0.53,1.17,1.70,3.21,0.00
Not Classified,3.86,0.00,3.86,1.64,0.01
