Sectors,Fund %,Category %
Basic Materials,1.50,8.70
Consumer Cyclical,6.02,13.65
Financial Services,2.07,11.56
Real Estate,0.35,0.29
Communication Services,0.00,2.34
Energy,0.11,1.96
Industrials,4.04,10.46
Technology,64.49,38.20
Consumer Defensive,12.17,6.64
Healthcare,9.26,4.97
Utilities,0.00,1.23
