,Values
NAV,"8,508.03"
Open Price,"8,490.00"
Bid / Ask / Spread,"8,475.00 / 8,495.00 / 0.24%"
Volume / Avg,"1,569.0 / 5,649.1"
Day Range,"8,485.00 – 8,515.00"
Year Range,"7,795.00 – 9,370.00"
SEC Yield ,—
12-Month Yield ,1.09%
Premium ,—
Expense Ratio,0.380%
Total Assets,8.5 Bil
