,Fund,Cat. Average,Index
Price/Earnings ,15.08,11.02,12.13
Price/Book ,1.44,0.84,0.86
Price/Sales ,1.37,0.53,0.65
Price/Cash Flow ,3.93,3.46,3.66
Dividend Yield % ,2.71,3.08,3.48
Long-Term Earnings % ,15.22,10.07,3.69
Historical Earnings % ,34.44,15.26,14.88
Sales Growth % ,13.34,11.25,4.89
Cash-Flow Growth % ,36.75,16.83,15.05
Book-Value Growth % ,19.46,10.86,8.56
