,Values
NAV,"25,653.63"
Open Price,"25,675.00"
Bid / Ask / Spread,"24,000.00 / 0.00 / 0.00%"
Volume / Avg,"408,918.0 / 328,917.8"
Day Range,"25,580.00 – 25,805.00"
Year Range,"25,225.00 – 30,555.00"
SEC Yield ,—
12-Month Yield ,2.61%
Premium ,—
Expense Ratio,0.110%
Total Assets,631.1 Bil
