Sectors,Fund %,Category %
Basic Materials,7.68,8.70
Consumer Cyclical,10.46,13.65
Financial Services,11.61,11.56
Real Estate,0.00,0.29
Communication Services,2.78,2.34
Energy,1.90,1.96
Industrials,9.34,10.46
Technology,43.94,38.20
Consumer Defensive,6.45,6.64
Healthcare,4.55,4.97
Utilities,1.30,1.23
