,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,20%
Historical Sustainability Score,42.48
Global Category,Korea Equity
Portfolio ESG,50.94
Controversy Deduction,8.08
Sustainability Score,42.86
Sustainability Mandate,No
