,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.01,-0.20,-7.19,-5.75,-3.32,-10.74,1.69,0.89,3.72,—,—
Total Return % (NAV),0.19,-0.71,-6.39,-5.94,-2.22,-11.00,2.00,1.24,3.91,—,4.32
+/- Category (NAV),0.14,-0.53,0.64,2.02,2.56,2.74,3.04,1.97,1.50,—,—
+/- Index (NAV),-0.12,-0.07,-0.44,-1.46,-2.88,-0.60,-2.43,-1.37,-1.27,—,—
