,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.04,0.34,0.81,1.59,2.28,—,—,—,—,—
Total Return % (NAV),0.00,0.03,0.31,0.81,1.58,2.32,—,—,—,—,1.94
+/- Category (NAV),0.01,0.08,-0.59,-1.13,-1.38,-2.23,—,—,—,—,—
+/- Index (NAV),-0.29,-0.19,-1.68,-3.15,-3.71,-5.92,—,—,—,—,—
