,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,80.23,0.00,80.23,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,19.77,0.01,19.78,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
