,Values
NAV,"101,645.69"
Open Price,"101,665.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"413.0 / 110,944.9"
Day Range,"101,665.00 – 101,700.00"
Year Range,"100,020.00 – 102,060.00"
SEC Yield ,—
12-Month Yield ,2.01%
Premium ,—
Expense Ratio,0.090%
Total Assets,96.7 Bil
