,Values
NAV,"14,099.98"
Open Price,"14,015.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"109.0 / 1,891.8"
Day Range,"13,890.00 – 14,015.00"
Year Range,"11,600.00 – 14,390.00"
SEC Yield ,—
12-Month Yield ,1.80%
Premium ,—
Expense Ratio,0.400%
Total Assets,14.1 Bil
