,Values
NAV,"13,929.25"
Open Price,"13,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"604.0 / 1,893.2"
Day Range,"13,610.00 – 13,975.00"
Year Range,"11,600.00 – 14,390.00"
SEC Yield ,—
12-Month Yield ,1.80%
Premium ,—
Expense Ratio,0.400%
Total Assets,13.9 Bil
