,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,50.21
Global Category,Japan Equity
Portfolio ESG,53.21
Controversy Deduction,3.00
Sustainability Score,50.21
Sustainability Mandate,No
