,Values
NAV,"5,019.15"
Open Price,"4,990.00"
Bid / Ask / Spread,"4,900.00 / 5,480.00 / 11.18%"
Volume / Avg,"591,915.0 / 472,755.5"
Day Range,"4,970.00 – 4,990.00"
Year Range,"4,810.00 – 5,195.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.290%
Total Assets,25.8 Bil
