,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.60,-0.30,—,—,—,—,—,—,—,—,—
Total Return % (NAV),0.29,2.28,—,—,—,—,—,—,—,—,-0.60
+/- Category (NAV),0.33,1.93,—,—,—,—,—,—,—,—,—
+/- Index (NAV),-0.21,3.40,—,—,—,—,—,—,—,—,—
