,Values
NAV,"5,003.88"
Open Price,"4,995.00"
Bid / Ask / Spread,"0.00 / 5,100.00 / 0.00%"
Volume / Avg,"528,146.0 / 468,176.2"
Day Range,"4,960.00 – 5,000.00"
Year Range,"4,810.00 – 5,195.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.290%
Total Assets,22.8 Bil
