,Values
NAV,"13,486.00"
Open Price,"13,205.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,229.0 / 678.8
Day Range,"13,205.00 – 13,390.00"
Year Range,"12,225.00 – 15,790.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.400%
Total Assets,8.1 Bil
