,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.11,-0.22,-5.53,-3.11,3.71,-3.87,8.51,—,—,—,—
Total Return % (NAV),0.03,-0.05,-4.55,-2.60,4.95,-5.22,8.78,—,—,—,9.11
+/- Category (NAV),-0.17,0.12,-1.57,-1.67,-2.08,1.28,0.47,—,—,—,—
+/- Index (NAV),0.03,0.10,-0.16,-0.06,2.82,4.75,2.49,—,—,—,—
