,Values
NAV,"13,515.87"
Open Price,"13,370.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,439.0 / 675.2
Day Range,"13,290.00 – 13,415.00"
Year Range,"12,225.00 – 15,790.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.400%
Total Assets,8.1 Bil
