,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,50.21
Global Category,Japan Equity
Portfolio ESG,53.19
Controversy Deduction,2.99
Sustainability Score,50.20
Sustainability Mandate,No
