,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,20.35,-10.36,3.71
Fund (NAV),—,—,—,—,—,—,—,—,20.89,-10.75,4.95
+/ Category (NAV),—,—,—,—,—,—,—,—,-2.67,2.92,-2.08
+/- Index (Price),—,—,—,—,—,—,—,—,-0.31,5.15,1.58
Percentile Rank,—,—,—,—,—,—,—,—,44,44,62
# of Funds in Category,—,—,—,—,—,—,—,149,165,183,212
