,Fund,Cat. Average,Index
Price/Earnings ,29.25,17.17,20.64
Price/Book ,5.13,2.04,3.84
Price/Sales ,4.38,1.37,2.36
Price/Cash Flow ,15.67,7.78,11.93
Dividend Yield % ,0.26,1.69,1.48
Long-Term Earnings % ,16.14,8.11,10.45
Historical Earnings % ,30.71,12.12,18.19
Sales Growth % ,13.43,7.65,8.61
Cash-Flow Growth % ,16.04,13.49,16.51
Book-Value Growth % ,11.76,7.62,8.68
