,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,2.21,16.00
Fund (NAV),—,—,—,—,—,—,—,—,—,3.50,18.11
+/ Category (NAV),—,—,—,—,—,—,—,—,—,16.94,1.96
+/- Index (Price),—,—,—,—,—,—,—,—,—,9.58,-2.86
Percentile Rank,—,—,—,—,—,—,—,—,—,1,41
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
