,Values
NAV,"9,093.59"
Open Price,"9,100.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"428.0 / 29,424.7"
Day Range,"9,075.00 – 9,145.00"
Year Range,"9,020.00 – 10,790.00"
SEC Yield ,—
12-Month Yield ,2.73%
Premium ,—
Expense Ratio,0.260%
Total Assets,54.1 Bil
