,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-14.53,-5.43
Fund (NAV),—,—,—,—,—,—,—,—,—,-14.58,-3.96
+/ Category (NAV),—,—,—,—,—,—,—,—,—,2.10,0.81
+/- Index (Price),—,—,—,—,—,—,—,—,—,3.10,-6.09
Percentile Rank,—,—,—,—,—,—,—,—,—,21,46
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
