,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.36,-2.00,-8.54,-6.66,-5.43,-10.32,—,—,—,—,—
Total Return % (NAV),-0.19,-1.60,-7.25,-6.39,-3.96,-9.84,—,—,—,—,-1.78
+/- Category (NAV),-0.24,-1.42,-0.22,1.57,0.81,3.90,—,—,—,—,—
+/- Index (NAV),-0.51,-0.96,-1.30,-1.92,-4.63,0.56,—,—,—,—,—
