,Values
NAV,"7,480.72"
Open Price,"7,490.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"42.0 / 7,924.7"
Day Range,"7,475.00 – 7,520.00"
Year Range,"7,425.00 – 9,750.00"
SEC Yield ,—
12-Month Yield ,0.72%
Premium ,—
Expense Ratio,0.250%
Total Assets,3.6 Bil
