,Values
NAV,"7,537.98"
Open Price,"7,460.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5.0 / 9,093.0"
Day Range,"7,460.00 – 7,535.00"
Year Range,"7,425.00 – 9,750.00"
SEC Yield ,—
12-Month Yield ,0.72%
Premium ,—
Expense Ratio,0.250%
Total Assets,3.6 Bil
