,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.53,-0.07,-7.77,-12.89,-16.78,-17.86,—,—,—,—,—
Total Return % (NAV),0.81,-0.05,-7.73,-12.82,-16.59,-18.16,—,—,—,—,-15.71
+/- Category (NAV),1.02,0.29,-3.26,-7.46,-23.83,-12.27,—,—,—,—,—
+/- Index (NAV),1.47,-1.37,-3.95,-12.83,-30.10,-20.79,—,—,—,—,—
