Sectors,Fund %,Category %
Basic Materials,0.00,1.61
Consumer Cyclical,4.91,25.42
Financial Services,0.00,9.63
Real Estate,0.00,0.34
Communication Services,0.00,2.05
Energy,0.00,0.00
Industrials,3.15,3.62
Technology,0.00,18.47
Consumer Defensive,76.42,23.67
Healthcare,0.00,14.74
Utilities,15.52,0.46
